metabolite_id	metabolite_name
cpd11499_c0	4-methyl-hexanoyl-ACP [c0]
cpd00428_c0	2-Oxopropanal [c0]
cpd03105_c0	Acetol [c0]
cpd01294_c0	2-Oxepanone [c0]
cpd03641_c0	6-Hydroxyhexanoate [c0]
cpd11550_c0	6-methyl-3-oxo-heptanoyl-ACP [c0]
cpd11551_c0	6-methyl-3-hydroxy-heptanoyl-ACP [c0]
cpd15277_c0	Palmitoyl-ACP [c0]
cpd11556_c0	8-methyl-trans-non-2-enoyl-ACP [c0]
cpd11557_c0	8-methyl-nonanoyl-ACP [c0]
cpd03424_e0	Vitamin B12 [e0]
cpd03424_c0	Vitamin B12 [c0]
cpd01700_c0	D-Citramalate [c0]
cpd00490_c0	5-Hydroxy-L-tryptophan [c0]
cpd00579_c0	Serotonin [c0]
cpd15534_c0	phosphatidylethanolamine dioctadec-11-enoyl [c0]
cpd15340_c0	2-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl [c0]
cpd00620_c0	Pantetheine [c0]
cpd00977_c0	dITP [c0]
cpd03704_c0	dIMP [c0]
cpd11587_e0	Ala-Gln [e0]
cpd11587_c0	Ala-Gln [c0]
cpd00976_c0	dIDP [c0]
cpd01504_c0	3-Aminopropanal [c0]
cpd03125_c0	(2E)-Hexenoyl-CoA [c0]
cpd15326_c0	1-hexadec-9-enoyl-sn-glycerol 3-phosphate [c0]
cpd02135_c0	4-Nitrophenyl phosphate [c0]
cpd00646_c0	PNP [c0]
cpd15695_c0	Diisoheptadecanoylphosphatidylethanolamine [c0]
cpd15368_c0	(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] [c0]
cpd15570_c0	trans-3-cis-7-myristoleoyl-[acyl-carrier protein] [c0]
cpd11504_c0	8-methyl-3-oxo-decanoyl-ACP [c0]
cpd11505_c0	8-methyl-3-hydroxy-decanoyl-ACP [c0]
cpd00447_c0	Betaine aldehyde [c0]
cpd02279_c0	NG,NG-Dimethyl-L-arginine [c0]
cpd00425_c0	(CH3)2NH [c0]
cpd11496_c0	4-methyl-3-oxo-hexanoyl-ACP [c0]
cpd00782_c0	Pimeloyl-CoA [c0]
cpd01107_c0	Decanoate [c0]
cpd15268_c0	Octadecanoyl-ACP [c0]
cpd00918_c0	2-Acetamido-5-oxopentanoate [c0]
cpd00371_c0	Propanal [c0]
cpd03559_c0	Optal [c0]
cpd15747_c0	Myristoyllipoteichoic acid (n=24), linked, unsubstituted [c0]
cpd15765_c0	Myristoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine [c0]
cpd12072_c0	Protein dithiol [c0]
cpd12139_c0	Protein disulfide [c0]
cpd00395_c0	L-Cysteate [c0]
cpd03285_c0	3-Sulfopyruvate [c0]
cpd00742_c0	Allophanate [c0]
cpd15726_c0	Dianteisopentadecanoylphosphatidylglycerol [c0]
cpd15798_c0	Anteisopentadecanoylcardiolipin (B. subtilis) [c0]
cpd15324_c0	1-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl [c0]
cpd15703_c0	1,2-Diisotetradecanoyl-sn-glycerol [c0]
cpd01749_c0	N-Formylkynurenine [c0]
cpd11508_c0	10-methyl-3-oxo-dodecanoyl-ACP [c0]
cpd11562_c0	12-methyl-3-oxo-tridecanoyl-ACP [c0]
cpd11563_c0	12-methyl-3-hydroxy-tridecanoyl-ACP [c0]
cpd02211_c0	L-2-Amino-acetoacetate [c0]
cpd15751_c0	Isotetradecanoyllipoteichoic acid (n=24), linked, unsubstituted [c0]
cpd15769_c0	Isotetradecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine [c0]
cpd00760_c0	2-Methylbutyryl-CoA [c0]
cpd15347_c0	2-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl [c0]
cpd15274_c0	Octadecenoyl-CoA [c0]
cpd11524_c0	5-methyl-hexanoyl-ACP [c0]
cpd15307_c0	1,2-Diacyl-sn-glycerol ditetradecanoyl [c0]
cpd06227_c0	THF-L-glutamate [c0]
cpd03606_c0	2-Oxo-3-hydroxy-4-phosphobutanoate [c0]
cpd15310_c0	1,2-Diacyl-sn-glycerol dihexadec-9-enoyl [c0]
cpd22027_c0	3-Ketoglutaryl-ACP-methyl-ester [c0]
cpd22022_c0	3-Hydroxyglutaryl-ACP-methyl-ester [c0]
cpd36025_c0	(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate [c0]
cpd19505_c0	Precursor Z [c0]
cpd14545_c0	Iminoglycine [c0]
cpd28259_c0	Thiocarboxyadenylated-ThiS-Proteins [c0]
cpd21479_c0	2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate [c0]
cpd28253_c0	Thi-S [c0]
cpd28070_c0	Reduced-Flavoproteins [c0]
cpd33817_c0	Cbi(II) [c0]
cpd27744_c0	Oxidized-Flavoproteins [c0]
cpd19503_c0	Molybdoenzyme molybdenum cofactor [c0]
cpd21288_c0	Mast cell degranulating peptide [c0]
cpd36635_c0	Malonyl-acp-methyl-ester [c0]
cpd22028_c0	3-Ketopimeloyl-ACP-methyl-esters [c0]
cpd22065_c0	3-hydroxypimeloyl-ACP-methyl-esters [c0]
cpd21480_c0	2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate [c0]
cpd00635_c0	Cbl [c0]
cpd11313_c0	hemeO [c0]
cpd11312_c0	hemeA [c0]
cpd00166_e0	Calomide [e0]
cpd00635_e0	Cbl [e0]
cpd01627_c0	alpha-L-Rhamnose [c0]
cpd01562_c0	beta-L-Rhamnose [c0]
cpd28260_c0	Thiocarboxylated-MPT-synthases [c0]
cpd03520_c0	Molybdopterin [c0]
cpd27484_c0	MPT-Synthases [c0]
cpd26672_c0	Carboxyadenylated-MPT-synthases [c0]
cpd27021_c0	Enoylpimeloyl-ACP-methyl-esters [c0]
cpd11574_c0	Molybdate [c0]
cpd21090_c0	Adenylated molybdopterin [c0]
cpd33647_c0	bis(molybdenum cofactor) [c0]
cpd35194_c0	Mo(Dtpp-mGDP)2 [c0]
cpd15807_c0	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate [c0]
cpd21087_c0	Pimelyl-[acyl-carrier protein] [c0]
cpd27020_c0	Enoylglutaryl-ACP-methyl-esters [c0]
cpd01046_c0	Allysine [c0]
cpd01042_c0	p-Cresol [c0]
cpd21167_c0	MGD [c0]
cpd05262_c0	galacturonate [c0]
cpd31335_c0	UDP-2-acetamido-2,6-dideoxy-beta-L-talose [c0]
cpd31339_c0	UDP-N-acetyl-beta-L-fucosamine [c0]
cpd00653_e0	D-Galactonate [e0]
cpd00531_c0	Hg2+ [c0]
cpd00531_e0	Hg2+ [e0]
cpd22637_c0	alpha-L-fucopyranose [c0]
cpd25981_c0	beta-L-fucopyranose [c0]
cpd27144_c0	Gcv-H [c0]
cpd27713_c0	Octanoylated-Gcv-H [c0]
cpd19001_c0	alpha-D-Glucose [c0]
cpd19006_c0	alpha-D-Glucose 6-phosphate [c0]
cpd21472_c0	6-Carboxy-5,6,7,8-tetrahydropterin [c0]
cpd21481_c0	7-Carboxy-7-carbaguanine [c0]
cpd21088_c0	Pimelyl-[acyl-carrier protein] methyl ester [c0]
cpd27180_c0	Glutaryl-ACP-methyl-esters [c0]
cpd00204_c0	CO [c0]
cpd03428_c0	Bilirubin-bisglucuronoside [c0]
cpd11610_c0	AH2 [c0]
cpd03431_c0	D-Urobilinogen [c0]
cpd11609_c0	A [c0]
cpd28083_c0	Reduced-flavodoxins [c0]
cpd27758_c0	Oxidized-flavodoxins [c0]
cpd28205_c0	Sulfur-Carrier-Proteins-ThiI [c0]
cpd14548_c0	C15812 [c0]
cpd01101_c0	Carbamate [c0]
cpd09027_c0	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate [c0]
cpd01567_c0	(R)-Allantoin [c0]
cpd01550_c0	Phosphocreatine [c0]
cpd00585_c0	Creatinine [c0]
cpd02074_c0	2-Oxo-6-aminocaproate [c0]
cpd00922_c0	delta1-Piperideine-2-carboxylate [c0]
cpd02414_c0	L-2-Amino-6-oxopimelate [c0]
cpd08625_c0	5-Hydroxyisourate [c0]
cpd09879_c0	S-(Hydroxymethyl)glutathione [c0]
cpd01092_c0	Allantoin [c0]
cpd01298_c0	Aminoacetone [c0]
cpd00339_c0	5-Aminopentanoate [c0]
cpd03662_e0	n-Butanol [e0]
cpd00418_c0	NO [c0]
cpd00659_c0	Nitrous oxide [c0]
